MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage
3/9/2018 16:42:56,2,1,1,4.23
3/9/2018 16:43:17,2,2,1,4.23
3/9/2018 17:07:38,2,3,6,4.23
3/9/2018 17:17:38,2,4,1,4.23
3/9/2018 17:25:29,2,5,2,4.23
3/9/2018 17:25:56,2,6,1,4.23
3/9/2018 17:27:38,2,7,2,4.22
3/9/2018 17:38:18,2,8,2,4.23
3/9/2018 17:38:41,2,9,2,4.23
3/9/2018 17:42:32,2,10,1,4.23
3/9/2018 17:43:31,2,11,1,4.23
3/9/2018 17:45:18,2,12,1,4.22
3/9/2018 18:26:41,2,13,5,4.22
3/9/2018 18:27:05,2,14,2,4.22
3/9/2018 18:27:26,2,15,1,4.22
3/9/2018 18:27:50,2,16,1,4.22
3/9/2018 18:28:52,2,17,2,4.22
3/9/2018 18:46:57,2,18,1,4.22
3/9/2018 19:03:45,2,19,3,4.22
3/9/2018 19:04:10,2,20,1,4.22
3/9/2018 19:04:30,2,21,1,4.22
3/9/2018 19:05:00,2,22,3,4.22
3/9/2018 19:18:05,2,23,3,4.22
3/9/2018 19:18:34,2,24,1,4.22
3/9/2018 19:30:56,2,25,4,4.22
3/9/2018 19:31:17,2,26,1,4.22
3/9/2018 19:32:29,2,27,3,4.22
3/9/2018 19:35:03,2,28,1,4.22
3/9/2018 19:43:10,2,29,1,4.22
3/9/2018 19:53:38,2,30,1,4.22
3/9/2018 19:54:08,2,31,3,4.22
3/9/2018 19:54:33,2,32,1,4.22
3/9/2018 19:54:57,2,33,2,4.22
3/9/2018 19:55:53,2,34,1,4.22
3/9/2018 20:03:54,2,35,2,4.21
3/9/2018 20:04:18,2,36,2,4.22
3/9/2018 20:10:00,2,37,3,4.22
3/9/2018 20:26:54,2,38,3,4.22
3/9/2018 20:27:33,2,39,3,4.22
3/9/2018 20:28:08,2,40,3,4.21
3/9/2018 20:28:41,2,41,2,4.21
3/9/2018 20:38:50,2,42,2,4.22
3/9/2018 20:39:18,2,43,2,4.22
3/9/2018 20:43:35,2,44,1,4.22
3/9/2018 20:50:56,2,45,1,4.22
3/9/2018 20:51:21,2,46,3,4.21
3/9/2018 20:51:53,2,47,4,4.22
3/9/2018 20:52:14,2,48,1,4.22
3/9/2018 20:52:35,2,49,1,4.22
3/9/2018 20:58:15,2,50,1,4.22
3/9/2018 21:00:39,2,51,2,4.22
3/9/2018 21:31:25,2,52,1,4.21
3/9/2018 21:31:51,2,53,3,4.21
3/9/2018 21:32:34,2,54,2,4.22
3/9/2018 21:33:13,2,55,3,4.22
3/9/2018 21:33:56,2,56,1,4.21
3/9/2018 21:50:31,2,57,2,4.21
3/9/2018 21:51:23,2,58,3,4.22
3/9/2018 21:51:55,2,59,1,4.21
3/9/2018 21:52:22,2,60,3,4.20
3/9/2018 22:07:26,2,61,1,4.21
3/9/2018 22:14:36,2,62,2,4.20
3/9/2018 22:14:57,2,63,1,4.21
3/9/2018 22:18:52,2,64,1,4.20
3/9/2018 22:32:45,2,65,7,4.20
3/9/2018 22:33:22,2,66,3,4.21
3/9/2018 22:33:57,2,67,2,4.21
3/9/2018 22:59:11,2,68,1,4.21
3/9/2018 22:59:54,2,69,4,4.20
3/9/2018 23:00:30,2,70,1,4.20
3/9/2018 23:37:41,2,71,1,4.20
3/9/2018 23:38:14,2,72,2,4.20
3/9/2018 23:55:55,2,73,4,4.20
3/9/2018 23:56:17,2,74,1,4.20
3/9/2018 23:56:44,2,75,3,4.20
3/9/2018 23:57:18,2,76,2,4.20
3/10/2018 0:26:56,2,77,1,4.20
3/10/2018 0:27:25,2,78,4,4.20
3/10/2018 0:28:05,2,79,1,4.20
3/10/2018 0:28:34,2,80,3,4.20
3/10/2018 0:28:55,2,81,1,4.20
3/10/2018 0:41:03,2,82,4,4.20
3/10/2018 0:41:30,2,83,1,4.20
3/10/2018 0:56:24,2,84,7,4.20
3/10/2018 0:57:01,2,85,1,4.20
3/10/2018 0:57:30,2,86,3,4.20
3/10/2018 0:58:07,2,87,4,4.20
3/10/2018 1:09:51,2,88,1,4.20
3/10/2018 1:16:10,2,89,1,4.20
3/10/2018 1:20:41,2,90,2,4.20
3/10/2018 1:21:14,2,91,2,4.20
3/10/2018 1:21:57,2,92,5,4.20
3/10/2018 1:22:18,2,93,1,4.20
3/10/2018 2:50:19,2,94,1,4.19
3/10/2018 2:51:07,2,95,1,4.20
3/10/2018 2:52:58,2,96,3,4.19
3/10/2018 2:53:24,2,97,2,4.19
3/10/2018 3:05:10,2,98,2,4.19
3/10/2018 3:05:40,2,99,3,4.18
3/10/2018 3:06:05,2,100,3,4.19
3/10/2018 3:06:36,2,101,1,4.20
3/10/2018 3:06:56,2,102,1,4.19
3/10/2018 3:16:10,2,103,4,4.19
3/10/2018 3:17:37,2,104,3,4.19
3/10/2018 4:54:52,2,105,2,4.18
3/10/2018 5:23:55,2,106,4,4.18
3/10/2018 5:24:29,2,107,2,4.19
3/10/2018 5:24:53,2,108,2,4.18
3/10/2018 5:25:23,2,109,2,4.18
3/10/2018 5:25:46,2,110,1,4.18
3/10/2018 5:26:13,2,111,2,4.18
3/10/2018 5:27:00,2,112,1,4.18
3/10/2018 5:27:24,2,113,2,4.19
3/10/2018 5:34:36,2,114,6,4.19
3/10/2018 5:35:35,2,115,2,4.18
3/10/2018 5:45:38,2,116,2,4.18
3/10/2018 6:05:34,2,117,2,4.18
3/10/2018 6:06:04,2,118,3,4.18
3/10/2018 6:06:40,2,119,2,4.18
3/10/2018 6:13:55,2,120,2,4.18
3/10/2018 6:15:53,2,121,4,4.18
3/10/2018 6:21:01,2,122,2,4.18
3/10/2018 6:21:20,2,123,1,4.18
3/10/2018 6:22:00,2,124,3,4.18
3/10/2018 7:34:02,2,125,1,4.18
3/10/2018 7:34:44,2,126,5,4.17
3/10/2018 7:35:19,2,127,1,4.18
3/10/2018 7:35:46,2,128,2,4.17
3/10/2018 7:41:05,2,129,1,4.18
3/10/2018 7:45:01,2,130,3,4.17
3/10/2018 7:45:28,2,131,2,4.18
3/10/2018 8:45:16,2,132,3,4.17
3/10/2018 8:45:45,2,133,2,4.16
3/10/2018 8:46:33,2,134,6,4.17
3/10/2018 8:48:38,2,135,1,4.16
3/10/2018 9:58:45,2,136,5,4.16
3/10/2018 9:59:09,2,137,1,4.16
3/10/2018 9:59:39,2,138,3,4.17
3/10/2018 10:00:02,2,139,1,4.17
3/10/2018 10:00:41,2,140,1,4.17
3/10/2018 10:01:40,2,141,3,4.16
3/10/2018 10:02:11,2,142,3,4.16
3/10/2018 11:40:06,2,143,4,4.16
3/10/2018 11:40:37,2,144,4,4.16
3/10/2018 11:41:09,2,145,1,4.16
3/10/2018 11:41:31,2,146,1,4.16
3/10/2018 14:58:06,2,147,7,4.15
3/10/2018 14:58:44,2,148,3,4.15
3/10/2018 14:59:15,2,149,3,4.15
3/10/2018 15:01:22,2,150,2,4.16
3/10/2018 15:01:46,2,151,2,4.15
3/10/2018 16:44:36,2,152,3,4.14
3/10/2018 16:45:04,2,153,1,4.15
3/10/2018 16:45:28,2,154,2,4.14
3/10/2018 16:46:17,2,155,1,4.14
3/10/2018 16:47:05,2,156,1,4.14
3/10/2018 16:47:42,2,157,1,4.15
3/10/2018 16:52:40,2,158,2,4.14
3/10/2018 16:53:13,2,159,4,4.15
3/10/2018 16:53:48,2,160,3,4.14
3/10/2018 16:54:21,2,161,1,4.15
3/10/2018 18:05:40,2,162,6,4.14
3/10/2018 18:06:05,2,163,1,4.14
3/10/2018 18:06:49,2,164,8,4.14
3/10/2018 18:07:13,2,165,2,4.14
3/10/2018 18:07:33,2,166,1,4.14
3/10/2018 18:35:49,2,167,3,4.14
3/10/2018 18:36:26,2,168,1,4.14
3/10/2018 19:00:16,2,169,1,4.14
3/10/2018 19:00:48,2,170,5,4.14
3/10/2018 19:04:58,2,171,1,4.14
3/10/2018 19:05:17,2,172,1,4.14
3/10/2018 19:07:46,2,173,2,4.14
3/10/2018 19:16:47,2,174,1,4.14
3/10/2018 19:17:18,2,175,1,4.14
3/10/2018 19:23:39,2,176,6,4.14
3/10/2018 19:24:02,2,177,2,4.14
3/10/2018 19:24:36,2,178,2,4.14
3/10/2018 19:31:07,2,179,2,4.14
3/10/2018 19:49:18,2,180,3,4.14
3/10/2018 19:49:49,2,181,5,4.14
3/10/2018 19:50:18,2,182,2,4.14
3/10/2018 19:50:57,2,183,2,4.14
3/10/2018 20:16:25,2,184,3,4.14
3/10/2018 20:16:56,2,185,4,4.14
3/10/2018 20:17:26,2,186,2,4.14
3/10/2018 20:18:02,2,187,2,4.14
3/10/2018 20:43:55,2,188,6,4.13
3/10/2018 20:44:23,2,189,1,4.14
3/10/2018 20:44:43,2,190,1,4.14
3/10/2018 20:47:04,2,191,1,4.13
3/10/2018 20:48:32,2,192,2,4.14
3/10/2018 20:51:00,2,193,2,4.14
3/10/2018 20:52:31,2,194,3,4.14
3/10/2018 20:53:21,2,195,1,4.14
3/10/2018 21:00:45,2,196,3,4.14
3/10/2018 21:01:07,2,197,1,4.14
3/10/2018 21:02:44,2,198,3,4.14
3/10/2018 21:03:26,2,199,3,4.14
3/10/2018 21:18:35,2,200,2,4.14
3/10/2018 21:19:08,2,201,4,4.14
3/10/2018 21:19:41,2,202,1,4.13
3/10/2018 21:37:03,2,203,4,4.13
3/10/2018 21:39:19,2,204,3,4.13
3/10/2018 22:15:21,2,205,2,4.14
3/10/2018 22:15:46,2,206,3,4.14
3/10/2018 22:16:16,2,207,4,4.13
3/10/2018 22:16:55,2,208,4,4.13
3/10/2018 22:17:41,2,209,3,4.14
3/10/2018 22:18:12,2,210,1,4.12
3/10/2018 23:04:57,2,211,2,4.13
3/10/2018 23:05:27,2,212,3,4.13
3/10/2018 23:06:04,2,213,3,4.14
3/10/2018 23:07:33,2,214,4,4.13
3/10/2018 23:07:54,2,215,1,4.13
3/10/2018 23:30:21,2,216,3,4.13
3/10/2018 23:30:49,2,217,3,4.14
3/10/2018 23:31:19,2,218,1,4.13
3/10/2018 23:43:14,2,219,2,4.13
3/10/2018 23:43:44,2,220,2,4.13
3/10/2018 23:54:47,2,221,3,4.13
3/10/2018 23:55:12,2,222,1,4.13
3/10/2018 23:55:31,2,223,1,4.13
3/10/2018 23:55:57,2,224,3,4.13
3/11/2018 0:07:41,2,225,1,4.13
3/11/2018 0:55:52,2,226,1,4.13
3/11/2018 0:56:18,2,227,3,4.12
3/11/2018 0:56:48,2,228,1,4.12
3/11/2018 0:57:22,2,229,5,4.12
3/11/2018 0:57:54,2,230,1,4.12
3/11/2018 1:29:12,2,231,2,4.12
3/11/2018 1:29:51,2,232,5,4.12
3/11/2018 1:30:23,2,233,3,4.13
3/11/2018 1:31:01,2,234,2,4.12
3/11/2018 1:31:27,2,235,2,4.12
3/11/2018 1:31:51,2,236,2,4.12
3/11/2018 2:25:19,2,237,2,4.13
3/11/2018 2:27:04,2,238,3,4.12
3/11/2018 2:27:27,2,239,1,4.12
3/11/2018 2:43:10,2,240,3,4.12
3/11/2018 2:43:44,2,241,5,4.12
3/11/2018 2:44:10,2,242,3,4.12
3/11/2018 2:44:35,2,243,1,4.12
3/11/2018 2:45:00,2,244,3,4.12
3/11/2018 3:03:16,2,245,2,4.12
3/11/2018 3:03:49,2,246,3,4.12
3/11/2018 3:04:26,2,247,2,4.12
3/11/2018 3:04:56,2,248,2,4.12
3/11/2018 3:27:20,2,249,1,4.12
3/11/2018 3:28:02,2,250,1,4.12
3/11/2018 4:54:05,2,251,1,4.11
3/11/2018 4:54:32,2,252,2,4.12
3/11/2018 4:54:56,2,253,2,4.12
3/11/2018 5:04:03,2,254,4,4.12
3/11/2018 5:04:31,2,255,1,4.12
3/11/2018 5:05:47,2,256,2,4.11
3/11/2018 5:06:22,2,257,3,4.12
3/11/2018 5:40:42,2,258,3,4.12
3/11/2018 5:41:09,2,259,3,4.12
3/11/2018 5:41:42,2,260,3,4.12
3/11/2018 5:42:31,2,261,3,4.12
3/11/2018 5:43:01,2,262,1,4.12
3/11/2018 5:48:43,2,263,4,4.12
3/11/2018 6:01:04,2,264,3,4.12
